TokenizedText;TF-IDF;TF-IDF sum;Words quantity;Label;True Label
['adding', 'fur', 'boot', 'make', 'comfortable'];[0.39877538 0.53856938 0.41815739 0.26622382 0.44314513];0.0;5;0;0
['resolution', 'goal', 'let', 'know', 'comment'];[0.44314513 0.44314513 0.33029085 0.2924796  0.38293913];1.8919998460053367;5;0;0
['rous', 'oddly', 'slime', 'videogames', 'ftw'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['game', 'game', 'incredible', 'unmatched', 'game'];[0.66106939 0.72835456 0.53856938 0.53856938 0.80248817];1.8796269369312184;5;1;1
['clothing', 'type', 'donut', 'clothing', 'item'];[0.88629027 0.53856938 0.53856938 1.96377609 0.53856938];3.5794842397979676;5;0;0
['involving', 'dj', '0kovic', 'dj0', 'kovic'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['u', 'party', 'party', 'dialogue', 'u'];[0.54825105 0.67713877 1.14629228 0.53856938 0.75144803];2.436309694762505;5;0;0
['sport', 'integrity', 'sport', 'facing', 'sport'];[0.86254465 0.53856938 1.23997212 0.53856938 1.78255219];2.859690958509694;5;0;0
['middle', 'multibillionaires', 'saw', 'wealth', 'soared'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['italy', '66', 'switzerland', 'draw', '85'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['district', 'county', 'tulare', 'kern', 'county'];[0.53856938 0.83631477 0.53856938 0.53856938 1.74855599];3.3642641427997524;5;0;0
['congrats', 'congrats', 'englandcricket', 'magical', 'importantly'];[1.07713877 2.90056981 0.53856938 0.53856938 0.53856938];4.516277963830686;5;0;0
['bit', 'dart', 'rockstar', '13', 'dart'];[0.41815739 1.07713877 0.53856938 0.44314513 2.90056981];4.300441714621161;5;0;0
['clowder', 'debut', 'notification', 'bell', 'clowder'];[1.07713877 0.53856938 0.53856938 0.53856938 2.90056981];4.516277963830686;5;0;0
['emission', 'production', 'production', 'carbon', 'emission'];[1.07713877 0.95672677 2.28831528 0.53856938 2.90056981];5.727454474552893;5;0;0
['excited'];[2.09078693 0.         0.         0.         0.        ];0.0;1;0;0
['hair', 'hair', '3', '3', 'make'];[0.95672677 2.28831528 0.67713877 1.14629228 0.27008485];3.704692402966667;5;0;0
['bright', 'embrace', 'warning', 'flag', 'branding'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['2017', 'smokepatch', 'amistosos', 'lazio', 'atalanta'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['homophobia', 'biphobia', 'transphobia', 'nobody', 'discrimination'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['fancy', 'jester', 'inspired', 'venetian', 'carnival'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.632640920144434;5;0;0
['ok', 'time', 'get', 'together', 'holiday'];[0.53856938 0.28751488 0.27008485 0.38293913 0.53856938];0.0;5;1;1
['faster', 'lock', 'test', 'sprite', 'routine'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['need', 'update', 'wardrobe', 'replica', 'bag'];[0.30335113 0.41815739 0.41815739 0.38293913 0.39877538];1.9213804199909765;5;0;0
['year', 'year', 'year', 'lesson', 'lesson'];[0.83509015 1.16229261 1.61769852 0.95672677 2.28831528];3.906013802266576;5;0;0
['chilly', 'cozy', 'pet', 'comfy', 'hoodies'];[0.53856938 0.53856938 0.47836338 0.53856938 0.47836338];2.572434921011638;5;0;0
['kpi', 'ft'];[1.34642346 1.34642346 0.         0.         0.        ];0.0;2;0;0
['army', 'physiotherapist', 'formally', 'unsupported', 'trek'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['commentary', 'soccer', 'v', 'men', 'soccer'];[0.53856938 1.07713877 0.53856938 0.39877538 2.90056981];4.376483962963482;5;0;0
['decry', 'california', 'opening', 'forcing', 'caregiver'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['song', 'record', 'next'];[0.53788856 0.73857522 0.59658564 0.         0.        ];0.0;3;0;0
['leotard', 'sparkling', 'performance', 'leotard', 'performance'];[1.07713877 0.53856938 1.07713877 2.90056981 2.90056981];6.339709008384141;5;0;0
['day', 'km', 'day', 'km', '03'];[0.5401697  1.07713877 0.72945825 2.90056981 0.53856938];4.1685974456425265;5;0;0
['unending', 'resource', 'social', 'specifically', 'community'];[0.53856938 0.44314513 0.44314513 0.53856938 0.41815739];2.381586419123773;5;0;0
['love', 'playing', 'retro', 'break', 'session'];[0.28751488 0.31578071 0.53856938 0.47836338 0.44314513];2.063373497718473;5;0;0
['regardless', 'bloke', 'given', 'knighthood', 'joke'];[0.47836338 0.53856938 0.53856938 0.53856938 0.53856938];2.632640920144434;5;0;0
['ambient', 'space', 'relaxing', 'music'];[0.67321173 0.55393142 0.67321173 0.31142222 0.        ];0.0;4;0;0
['amazed', 'guitar', 'deliver', 'message', 'paul'];[0.53856938 0.47836338 0.47836338 0.53856938 0.44314513];2.4770106700677057;5;0;0
['catherine', 'red', 'really', 'suit'];[0.67321173 0.67321173 0.42321173 0.52269673 0.        ];0.0;4;0;0
['good', 'good', 'currupted', 'recall', 'attracted'];[0.71590277 1.28129195 0.53856938 0.53856938 0.53856938];2.8970001022316336;5;0;0
['say', 'dress', 'full', 'show', 'link'];[0.38293913 0.36954978 0.39877538 0.36954978 0.44314513];1.9639592013836624;5;0;0
['sweater', 'uggs', 'warm', 'hollister', 'coat'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['time', 'high', 'time', 'contestant', 'creative'];[0.5849592  0.53856938 0.85544316 0.53856938 0.53856938];2.471151313269888;5;0;0
['teach', 'someone', 'teach', 'people', 'people'];[1.07713877 0.47836338 2.90056981 0.61868755 0.95693572];4.335868918939682;5;0;0
['melody', 'weary', 'world'];[0.79727231 0.89761564 0.56428231 0.         0.        ];0.0;3;0;0
['preview', 'trailer', 'concert', 'concert', 'hall'];[0.47836338 0.53856938 1.07713877 2.90056981 0.47836338];4.395865965565093;5;0;0
['tried', 'reine', 'musette', 'waltz', 'practice'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.632640920144434;5;0;0
['oday', 'went', 'skating', 'cold', 'long'];[0.53856938 0.47836338 0.53856938 0.53856938 0.44314513];2.5372166692005016;5;0;0
['betting', 'generate', 'york', 'official', 'projection'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.632640920144434;5;0;0
['play', 'play', 'sugarpaws', 'sweet', 'totally'];[0.67713877 1.14629228 0.53856938 0.53856938 0.53856938];2.7620004284089013;5;1;1
['elvis', 'presley', 'signing', 'autograph', 'fan'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];0.0;5;0;0
['laporta', 'becomes', 'member', 'rfef', 'council'];[0.53856938 0.41815739 0.44314513 0.53856938 0.53856938];0.0;5;0;0
['positive', 'vibe', 'fi', 'global', 'mind'];[0.47836338 0.44314513 0.53856938 0.44314513 0.41815739];2.321380419990976;5;0;0
['moonward', 'aiming', 'lil', 'hat', 'cute'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.632640920144434;5;0;0
['2021', 'remember', 'tiger'];[0.59658564 0.89761564 0.89761564 0.         0.        ];0.0;3;0;0
['258', 'minecraft', 'parrot', 'basking', 'sunlight'];[0.53856938 0.47836338 0.53856938 0.53856938 0.53856938];2.632640920144434;5;1;1
['desert', 'action', 'developed', 'developed', 'desert'];[1.07713877 0.44314513 1.07713877 2.90056981 2.90056981];6.244284757440209;5;1;1
['winter', 'olympics', 'asap', 'better', 'curling'];[0.47836338 0.47836338 0.53856938 0.39877538 0.53856938];2.432640920144434;5;0;0
['rally', 'sony', 'playstation', 'north', 'america'];[0.47836338 0.53856938 0.47836338 0.53856938 0.47836338];2.512228921878842;5;1;1
['weight', 'recenty', 'suddenly', 'alteration', 'sustainable'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['everything', 'need', 'africa', 'cup', 'nation'];[0.39877538 0.30934378 0.44314513 0.41815739 0.38293913];1.952360811988125;5;0;0
['aerodactyl', 'charmeleon', 'evolved', 'kicked', 'as'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['wednesday', 'wylin', 'yall'];[0.79727231 0.89761564 0.89761564 0.         0.        ];0.0;3;0;0
['recording', 'lookout', 'missed', 'wherever', 'podcasts'];[0.47836338 0.53856938 0.44314513 0.53856938 0.53856938];2.5372166692005016;5;0;0
['fluctuates', 'follower', 'lot', 'followed', 'lot'];[0.53856938 0.44314513 0.88629027 0.47836338 1.96377609];3.4238539897212394;5;1;1
['american', 'student', 'feel', 'ashamed', 'identity'];[0.47836338 0.44314513 0.44314513 0.53856938 0.47836338];2.3815864191237726;5;0;0
['new', 'cover', 'group', 'colossus'];[0.2841361  0.55393142 0.55393142 0.67321173 0.        ];0.0;4;0;0
['send', 'u', 'music', 'video'];[0.59795423 0.34795423 0.31142222 0.49846923 0.        ];0.0;4;0;0
['hexagon', 'fight', 'around', 'corner', 'champ'];[0.53856938 0.41815739 0.38293913 0.53856938 0.53856938];2.416804670934909;5;0;0
['want', 'community', 'photography', 'magazine', 'zine'];[0.38293913 0.41815739 0.53856938 0.44314513 0.53856938];2.3213804199909767;5;0;0
['xur', 'ahead', 'assumed', 'bungie', 'buff'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['honored', 'speaking', 'amongst', 'trailblazer', 'feb'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.632640920144434;5;0;0
['belly', 'waist', 'hip', 'scarf', 'bellydance'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['light', 'addiction', 'friend', 'get', 'stuck'];[0.44314513 0.53856938 0.39877538 0.28751488 0.53856938];2.206574166445433;5;1;1
['electric', 'fisker', 'ocean', 'driving', 'wild'];[0.53856938 0.53856938 0.47836338 0.47836338 0.53856938];2.572434921011638;5;0;0
['token', 'governance', 'token', 'put', 'minor'];[0.88629027 0.53856938 1.96377609 0.53856938 0.53856938];3.5794842397979676;5;1;1
['feature', 'focusing', 'thinking', 'movement', 'ability'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.632640920144434;5;1;1
['hear', 'idea', 'film', 'form', 'fiction'];[0.53856938 0.41815739 0.44314513 0.47836338 0.53856938];2.416804670934909;5;1;1
['listen', 'non', 'fitness', 'gizfit', '910'];[0.47836338 0.44314513 0.44314513 0.47836338 0.47836338];2.3213804199909767;5;0;0
['goldfish', 'visualization', 'food', 'algorithm', 'notch'];[0.47836338 0.47836338 0.47836338 0.47836338 0.53856938];2.4520229227460453;5;1;1
['life', 'song', 'love', 'music'];[0.40341642 0.40341642 0.3655995  0.31537079 0.        ];0.0;4;0;0
['pic', 'like', 'like', 'pic', 'tho'];[1.07713877 0.59549077 0.88652316 2.90056981 0.53856938];4.3256623528485365;5;1;1
['west', 'ham', 'attacker', 'antonio', 'agrees'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['weapon', 'ups', 'animal', 'interactables', 'capable'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['dewy', 'melon', 'treat', 'commissioned', 'reply'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['practice', 'often', 'always', 'making', 'music'];[0.47836338 0.53856938 0.38293913 0.39877538 0.25229663];0.0;5;0;0
['away', 'away', 'many', 'excuse', 'many'];[0.83631477 1.74855599 0.71590277 0.53856938 1.28129195];3.5684173257541563;5;0;0
['early', 'work', 'aesthetic'];[0.63823189 0.56428231 0.89761564 0.         0.        ];0.0;3;0;0
['ensure', 'especially', 'hardship', 'service', 'purple'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.632640920144434;5;0;0
['princess', 'ballgown', 'meet', 'cherie', 'early'];[0.53856938 0.53856938 0.53856938 0.53856938 0.38293913];2.5372166692005016;5;0;0
['fps', 'zero', 'effect', 'pretty', 'cool'];[0.53856938 0.53856938 0.41815739 0.41815739 0.38293913];2.2963926726693162;5;1;1
['guess', 'song', 'hope', 'understand', 'song'];[0.44314513 0.64546627 0.41815739 0.47836338 1.04156676];0.0;5;0;0
['kalpop', 'joy', 'passion', 'mood', 'vibe'];[0.53856938 0.53856938 0.53856938 0.53856938 0.44314513];2.597422668333298;5;0;0
['clothes', 'wear', 'ugw'];[0.63823189 0.79727231 0.89761564 0.         0.        ];0.0;3;0;0
['burned', '482', 'billion', 'ryoshis', 'vision'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.632640920144434;5;0;0
['release', 'release', 'applemusic', 'buddy', 'graysparkaudio'];[0.88629027 1.96377609 0.53856938 0.53856938 0.53856938];3.5794842397979676;5;0;0
['b', '4b', 'b4', 'b', 'selection'];[1.07713877 0.53856938 0.53856938 2.90056981 0.53856938];4.516277963830686;5;1;1
['afghanistan', 'lost', 'kabul', 'evacuation', 'reunited'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['coronavirus', 'tighter', 'coronavirus', 'restriction', 'prevented'];[0.95672677 0.53856938 2.28831528 0.53856938 0.53856938];3.9040234299994365;5;0;0
['bound', 'implementation', 'code', 'conduct', 'saturday'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['left', 'enter', 'mulberry', 'twig', 'silver'];[0.47836338 0.53856938 0.53856938 0.53856938 0.53856938];2.632640920144434;5;0;0
['redemption', 'shirt', 'white', 'also', 'available'];[0.53856938 0.41815739 0.44314513 0.38293913 0.33856938];2.1213804199909765;5;0;0
['bruno', 'mar', 'hot', 'locked', 'heaven'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['1995', 'green', 'billboard', 'modern', 'chart'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['tm', 'unveiling', '260', 'rower', 'consumer'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['action', 'fantasy', 'action', 'rpg', 'hound'];[0.88629027 0.53856938 1.96377609 0.53856938 0.53856938];3.5794842397979676;5;1;1
['32', '600', '1200', '32', 'tease'];[1.07713877 0.53856938 0.53856938 2.90056981 0.53856938];4.516277963830686;5;1;1
['giant', 'floral', 'print', 'old', 'wallpaper'];[0.53856938 0.53856938 0.44314513 0.53856938 0.53856938];2.5974226683332975;5;0;0
['happy', 'femboy', 'friday', 'got', 'shirt'];[0.33856938 0.53856938 0.53856938 0.35795139 0.41815739];2.191816923613249;5;0;0
['039', '039', 'pharmacy', '039', 'viability'];[1.43509015 3.43247292 0.53856938 8.20984681 0.53856938];9.286985581989464;5;0;0
['motion', 'road', 'rudely', 'interrupted', 'date'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['copy', 'american', 'humorous', 'satire', 'american'];[0.53856938 0.95672677 0.53856938 0.53856938 2.28831528];3.9040234299994365;5;0;1
['muse', 'muse', 'hopping', 'muse', 'emotionally'];[ 1.61570815  4.35085472  0.53856938 11.71618572  0.53856938];12.793324492367766;5;0;0
['ep', 'memory', 'february', '7', 'track'];[0.53856938 0.47836338 0.47836338 0.39877538 0.41815739];2.312228921878842;5;0;0
['strategic', 'invitation', 'republic', 'parade', 'masterstroke'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.632640920144434;5;0;0
['politics', 'student', 'politics', 'student', 'finding'];[0.64546627 0.88629027 1.04156676 1.96377609 0.53856938];3.543912234070898;5;0;0
['house', 'coming', 'way', 'hope', 'ready'];[0.44314513 0.36954978 0.35795139 0.41815739 0.39877538];1.9875790637992614;5;0;0
['momentous', 'challenge', 'overcoming', 'adversity', 'meaningful'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['channel', 'channel', 'format', 'difused', 'programme'];[1.07713877 2.90056981 0.53856938 0.53856938 0.53856938];4.516277963830686;5;0;0
['de', 'lucha', 'de', 'furiosos', 'peleadores'];[1.07713877 0.53856938 2.90056981 0.53856938 0.53856938];4.516277963830686;5;1;1
['singer', 'singer', 'irish', 'tradition', 'keening'];[0.95672677 2.28831528 0.53856938 0.53856938 0.53856938];3.9040234299994365;5;0;0
['tapper', 'cooper', 'confronted', 'veritas', 'producer'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['beginning', 'olympics', 'fifty', 'page', 'newspaper'];[0.53856938 0.47836338 0.53856938 0.47836338 0.53856938];2.572434921011638;5;0;0
['rolled', 'sleeve', 'cat', 'mom', 'shirt'];[0.53856938 0.53856938 0.47836338 0.53856938 0.41815739];2.5122289218788416;5;0;0
['hair', 'makeup', 'son', 'bend', 'knee'];[0.47836338 0.53856938 0.53856938 0.53856938 0.53856938];2.632640920144434;5;0;0
['stuns', 'vintage', 'valentino', 'gown', 'euphoria'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['shenhe', 'genshin', 'impact', 'luck', 'pull'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.632640920144434;5;1;1
['dunnit', 'u', 'u', 'im', 'doin'];[0.53856938 0.57502977 0.82664808 0.47836338 0.53856938];2.3821502309485423;5;1;1
['slim', 'fit', 'navy', 'smiling', 'sunglass'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.632640920144434;5;0;0
['problem', 'spike', 'protein', 'problem', 'permeate'];[0.95672677 0.53856938 0.53856938 2.28831528 0.53856938];3.9040234299994365;5;0;0
['kieran', 'trippier', 'packing', 'premier', 'return'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.632640920144434;5;0;0
['apple', 'apps', 'tv', 'electroneum', 'etn'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;0
['cheer', 'making', 'lot', 'music', '2022'];[0.53856938 0.39877538 0.44314513 0.25898138 0.30335113];1.94282241392055;5;0;0
['mem', 'arb', 'furiendly', 'pit', 'raised'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['random', 'brazilian', 'invokes', 'spirit', 'veteran'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;1
['breaking', 'everyday', 'hungry', 'pedophile', 'ghislainemaxwelllist'];[0.53856938 0.47836338 0.53856938 0.53856938 0.53856938];2.632640920144434;5;0;0
['pei', 'potato', 'affected', 'trade', 'disruption'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['positive', 'thought', 'silent', 'prayer', 'change'];[0.47836338 0.47836338 0.53856938 0.53856938 0.39877538];2.4326409201444337;5;0;0
['fashion', 'fashion'];[1.54671888 2.3923393  0.         0.         0.        ];0.0;2;0;0
['wardrobe', 'complete', 'without', 'aaa', 'clothes'];[0.44314513 0.53856938 0.53856938 0.53856938 0.39877538];2.4576286674660937;5;0;0
['ali', 'colin', 'kaepernick', 'proud', 'lovely'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['discord', 'xrp', 'discord', 'info', 'game'];[0.95672677 0.53856938 2.28831528 0.53856938 0.2322736 ];3.5977276465909855;5;1;1
['entered', 'ballad', 'kenny', 'burrell', 'chamber'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['orthodox', 'woman', 'orthodox', 'woman', 'instagram'];[1.07713877 0.71590277 2.90056981 1.28129195 0.53856938];4.7204311467850895;5;0;0
['money', 'work', 'money', 'politics', 'money'];[ 1.61570815  0.35795139  4.35085472  0.32273313 11.71618572];12.396870245759851;5;0;0
['achieves', 'marathon', 'mission', 'accomplished', 'achievement'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['pharaoh', 'forced', 'cancel', 'reported', 'camp'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['resolution', 'improve', 'content', 'push', 'medium'];[0.44314513 0.53856938 0.53856938 0.53856938 0.47836338];2.537216669200501;5;0;0
['fastest', '100', 'meter', 'para', 'skater'];[0.44314513 0.53856938 0.53856938 0.53856938 0.53856938];2.5974226683332975;5;0;0
['fifa', 'men', 'player', 'nominee', 'vote'];[0.53856938 0.39877538 0.38293913 0.53856938 0.41815739];2.2770106700677055;5;0;0
['throw', 'back', '2001', 'gave', 'hitd'];[0.47836338 0.39877538 0.53856938 0.53856938 0.53856938];2.49284691927723;5;0;0
['cherry', 'music', 'glockenspiel', 'music', 'lesson'];[0.53856938 0.51796276 0.53856938 0.67071356 0.47836338];2.2262157152867754;5;0;0
['followed', 'youtube', 'catch', 'vids', 'album'];[0.47836338 0.47836338 0.47836338 0.53856938 0.41815739];2.3918169236132494;5;0;0
['patnekar', 'respectively', 'likely', 'join', 'congress'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['testing', 'buggy', 'runestone', 'restoration', 'portal'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.632640920144434;5;1;1
['trend', 'deal', 'assume', 'trend', 'must'];[0.88629027 0.53856938 0.53856938 1.96377609 0.53856938];3.5794842397979676;5;0;0
['yap', 'surprised', 'sleepless', 'night', 'come'];[0.53856938 0.53856938 0.53856938 0.38293913 0.41815739];0.0;5;1;1
['known', 'paid', 'falling', 'infrastructure', 'pandemic'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['speaks', 'june', 'colleague', 'conversation', 'save'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.632640920144434;5;0;0
['first', 'drop', '2022', 'coming'];[0.37918892 0.55393142 0.37918892 0.46193722 0.        ];0.0;4;0;0
['dad', 'always', 'wanted', 'youtube', 'music'];[0.53856938 0.38293913 0.44314513 0.47836338 0.25898138];0.0;5;0;0
['walk', 'portal', 'transport', 'time'];[0.59795423 0.59795423 0.59795423 0.37218173 0.        ];0.0;4;0;0
['limit', 'exuberant', 'activity', 'crossing', 'limit'];[1.07713877 0.53856938 0.47836338 0.53856938 2.90056981];4.456071964697889;5;0;0
['recording', 'funky', 'stomp', 'today'];[0.59795423 0.67321173 0.67321173 0.37918892 0.        ];0.0;4;0;0
['rock', 'roll', 'win'];[0.66462564 0.73857522 0.69692898 0.         0.        ];0.0;3;0;0
['fifth', 'damn', 'guy', 'im', 'em'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.632640920144434;5;1;1
['bomb', 'cyberfunk', 'announced', 'cloud', 'platform'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['interest', 'interest', 'uk', 'group', 'group'];[1.07713877 2.90056981 0.47836338 0.95672677 2.28831528];5.667248475420096;5;0;0
['cry', 'cry', 'cramping'];[1.79523128 4.83428302 0.89761564 0.         0.        ];0.0;3;0;0
['five', 'studio', 'styling', 'studio', 'shopping'];[0.53856938 0.76587827 0.53856938 1.4664238  0.53856938];3.082131953358281;5;0;0
['fashion', 'groom', 'wedding', 'shoe'];[0.40341642 0.67321173 0.59795423 0.67321173 0.        ];0.0;4;0;0
['primary', 'care', 'central', 'care', 'commitment'];[0.53856938 1.07713877 0.53856938 2.90056981 0.53856938];4.516277963830686;5;0;0
['music', 'stop', 'name', 'game', 'abba'];[0.25898138 0.39877538 0.47836338 0.2348666  0.53856938];0.0;5;0;0
['furniture', 'fashion'];[1.34642346 0.80683284 0.         0.         0.        ];0.0;2;0;0
['summer', 'nz', 'school', 'serving', 'lewks'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;0;0
['game', 'rugby'];[0.58716649 1.34642346 0.         0.         0.        ];0.0;2;0;0
['making', 'beat'];[0.99693846 1.10786283 0.         0.         0.        ];0.0;2;0;0
['actually', 'take', 'village', 'actually', 'village'];[0.88629027 0.41815739 1.07713877 1.96377609 2.90056981];5.282503286085831;5;0;0
['musical', 'ear', 'syndrome', 'happens'];[0.67321173 0.67321173 0.67321173 0.59795423 0.        ];0.0;4;0;0
['many', 'athlete', 'journalist', 'among', 'follower'];[0.35795139 0.47836338 0.47836338 0.53856938 0.44314513];2.2963926726693167;5;0;0
['survivor', '2000', 'fighting', 'beaten', 'tyrant'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.69284691927723;5;1;1
['harley', 'learning', 'stuff', 'cat', 'boring'];[0.53856938 0.53856938 0.53856938 0.47836338 0.47836338];2.572434921011638;5;1;1
['music', 'music', 'edition', 'amazon', 'kindle'];[0.51796276 0.67071356 0.44314513 0.53856938 0.53856938];2.190997463475639;5;0;0
['jan', '1971', 'sabbath', 'released', 'paranoid'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.632640920144434;5;0;0
['looking', 'onboard', 'industry', 'park', 'austria'];[0.47836338 0.53856938 0.47836338 0.47836338 0.53856938];2.5122289218788416;5;0;0
