TokenizedText;TF-IDF;TF-IDF sum;Words quantity;TF-IDF mean;Label;True Label
['away', 'away', 'many', 'excuse', 'many'];[0.83631477 1.74855599 0.73909955 0.53856938 1.36567037];2.3440126903364313;26;1.0456420132601574;0;0
['music', 'roll', 'music', 'magazine', 'edition'];[0.49217957 0.44314513 0.60560182 0.44314513 0.41815739];1.854016809288925;9;0.48044580784251467;0;0
['adding', 'fur', 'boot', 'make', 'comfortable'];[0.39877538 0.53856938 0.41815739 0.27836338 0.44314513];2.0770106700677053;5;0.41540213401354104;0;0
['tm', 'unveiling', '260', 'rower', 'consumer'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.45858499470234;14;0.5385693838554461;0;1
['clowder', 'debut', 'notification', 'bell', 'clowder'];[1.07713877 0.53856938 0.53856938 0.53856938 2.90056981];2.5457367267708393;24;1.1186833463083157;0;0
['telangana', 'telangana', 'news', 'leo', 'news'];[1.07713877 2.90056981 0.83631477 0.53856938 1.74855599];3.26612150762881;14;1.4202297452487616;0;0
['layout', 'cinematic', 'depth', 'layout', 'breakdown'];[1.07713877 0.53856938 0.53856938 2.90056981 0.53856938];2.772670155870821;18;1.1186833463083157;0;0
['achieves', 'marathon', 'mission', 'accomplished', 'achievement'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.2798474934467365;15;0.5385693838554461;1;1
['electric', 'fisker', 'ocean', 'driving', 'wild'];[0.53856938 0.53856938 0.47836338 0.47836338 0.53856938];2.391816923613249;6;0.5144869842023275;1;1
['advice', 'received', 'simple', 'stay', 'consistent'];[0.47836338 0.53856938 0.53856938 0.47836338 0.47836338];2.2762439082637025;9;0.5024457843757684;0;0
['goldfish', 'visualization', 'food', 'algorithm', 'notch'];[0.47836338 0.47836338 0.47836338 0.47836338 0.53856938];2.297917141389443;9;0.4904045845492091;0;0
['denial', 'climate', 'warming', 'visible', 'planet'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3029654410417524;11;0.5385693838554461;0;0
['dad', 'always', 'wanted', 'youtube', 'music'];[0.53856938 0.35795139 0.41815739 0.47836338 0.24608978];2.0391313249006613;5;0.4078262649801323;0;0
['sci', 'shooter', 'unity', '3d', 'unity3'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3258079822239486;15;0.5385693838554461;0;0
['appreciate', 'local', 'farmer', 'something', 'happens'];[0.53856938 0.47836338 0.47836338 0.41815739 0.47836338];2.135664670779476;8;0.47836338472264983;0;0
['sometimes', 'pretend', 'normal', 'boring', 'differently'];[0.41815739 0.53856938 0.53856938 0.47836338 0.53856938];2.070272583356712;10;0.5024457843757684;0;0
['cristiano', 'evolution', 'version', 'throughout', 'career'];[0.53856938 0.53856938 0.47836338 0.53856938 0.47836338];2.298241013238718;10;0.5144869842023275;1;1
['weight', 'recenty', 'suddenly', 'alteration', 'sustainable'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.309812456795003;14;0.5385693838554461;0;0
['fast', 'furious'];[1.10786283 1.19590846 0.         0.         0.        ];2.3037712940854083;2;1.1518856470427041;0;1
['area', '51', '2005', 'surveillance', 'familiar'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.1796796283706095;11;0.5385693838554461;0;0
['community', 'art', 'photography', 'magazine', 'zine'];[0.41815739 0.35795139 0.53856938 0.44314513 0.53856938];1.90349106591628;11;0.4592785345338633;0;0
['released', 'podcast', 'spotify', 'go', 'check'];[0.44314513 0.47836338 0.47836338 0.31578071 0.32273313];1.9270927294212288;6;0.40767715007936256;1;0
['hochul', 'primary', 'care', 'care', 'commitment'];[0.53856938 0.53856938 0.95672677 2.28831528 0.53856938];2.822728263239241;14;0.9721500398889473;0;0
['affect', 'police', 'sentencing', 'court', 'bill'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4594015441621373;10;0.5385693838554461;0;0
['pic', 'like', 'like', 'pic', 'tho'];[1.07713877 0.63156143 0.99717459 2.90056981 0.53856938];2.5441503400926746;30;1.229002796027115;0;0
['got', 'covered', 'song', 'grooving', 'tonight'];[0.33029085 0.53856938 0.32273313 0.53856938 0.39877538];2.1289381321688565;5;0.4257876264337713;0;0
['susil', 'premajayantha', 'vehicle', 'trying', 'fool'];[0.53856938 0.53856938 0.53856938 0.41815739 0.53856938];2.572434921011638;5;0.5144869842023275;0;0
['yo', 'men', 'look', 'woody', 'harrelson'];[0.53856938 0.39877538 0.39877538 0.53856938 0.53856938];2.0591730989166637;8;0.4826517835085645;0;0
['furniture', 'fashion'];[1.34642346 0.71878721 0.         0.         0.        ];2.065210666725577;2;1.0326053333627885;0;0
['trainer', 'season', 'fleeting', 'moment', 'season'];[0.53856938 0.83631477 0.53856938 0.53856938 1.74855599];2.6663140652221964;16;0.8401157827958919;0;0
['new', 'music', 'coming', 'soon'];[0.26484462 0.30761223 0.42321173 0.55393142 0.        ];1.5495999922276789;4;0.3873999980569197;0;0
['point', 'symbol', 'hundred', 'point', 'symbol'];[0.95672677 1.07713877 0.47836338 2.28831528 2.90056981];3.3604607831245286;25;1.5402228025152576;0;0
['1995', 'green', 'billboard', 'modern', 'chart'];[0.53856938 0.53856938 0.47836338 0.53856938 0.47836338];2.0860275063686973;14;0.5144869842023275;0;0
['leader', 'want', 'leader', 'want', 'pissed'];[0.95672677 0.71590277 2.28831528 1.28129195 0.53856938];2.5091837965107384;18;1.156161231062651;0;0
['wearing', 'make', 'wearing', 'personally', 'make'];[0.79755077 0.56563733 1.59021806 0.53856938 0.79986397];2.4043370308176097;22;0.8583679006215541;0;0
['latest', 'trend', 'amazing', 'palm', 'angel'];[0.44314513 0.44314513 0.44314513 0.53856938 0.44314513];2.146504120317167;9;0.46222998310030006;0;0
['felt', 'embrace', 'warning', 'flag', 'branding'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.337908854982296;19;0.5385693838554461;1;1
['birmingham', 'barclaysfawsl', 'broadcast', 'sky', 'kick'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.1370340500409584;13;0.5265281840288868;1;1
['opinion', 'piece', 'ted', 'cruz', 'hate'];[0.47836338 0.39877538 0.53856938 0.53856938 0.44314513];1.9120513250164377;12;0.47948453366665955;0;0
['happy', 'femboy', 'friday', 'got', 'shirt'];[0.34772088 0.53856938 0.53856938 0.33029085 0.39877538];1.971501310191704;6;0.4307851758981033;0;0
['congrats', 'congrats', 'englandcricket', 'magical', 'importantly'];[1.07713877 2.90056981 0.53856938 0.53856938 0.53856938];3.544356442421162;10;1.1186833463083157;1;1
['celebrating', 'radical', 'supported', 'u', 'u'];[0.53856938 0.53856938 0.53856938 0.5401697  0.72945825];2.262907149522504;16;0.577067219294216;0;0
['true', 'present', 'bhakts', 'destroying', 'harmony'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.2778880624984557;10;0.5385693838554461;0;0
['u', 'party', 'party', 'dialogue', 'u'];[0.5401697  0.71590277 1.28129195 0.53856938 0.72945825];2.4930603375177864;18;0.7610784104679197;0;0
['identity', 'surf', 'board', 'affirm', 'identity'];[0.95672677 0.53856938 0.53856938 0.53856938 2.28831528];2.8322695917793563;15;0.9721500398889473;1;1
['hello', 'little', 'studio', 'friend'];[0.59795423 0.46193722 0.44743923 0.49846923 0.        ];2.00579991252568;4;0.50144997813142;0;0
['rooftop', 'pizza', 'cooool', 'wind', 'wish'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.372768455236858;7;0.5265281840288868;0;0
['random', 'brazilian', 'invokes', 'spirit', 'veteran'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.371780163888453;11;0.5385693838554461;1;0
['godofwar', 'envied', 'console', 'axe', 'fly'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.0903478817172934;18;0.5385693838554461;0;0
['local', 'church', 'donated', 'drum', 'general'];[0.47836338 0.53856938 0.53856938 0.47836338 0.47836338];2.2395985769909506;11;0.5024457843757684;0;0
['sprint', 'sprint', 'et', 'al', 'jscr'];[1.07713877 2.90056981 0.53856938 0.53856938 0.53856938];2.7809175081138666;28;1.1186833463083157;1;1
['destiny', 'xur', 'assumed', 'bungie', 'buff'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3531908246842885;9;0.5385693838554461;0;0
['limit', 'exuberant', 'activity', 'crossing', 'limit'];[1.07713877 0.53856938 0.47836338 0.53856938 2.90056981];5.298997695405784;12;1.1066421464817564;1;1
['first', 'music', 'assembly', 'new', 'year'];[0.28751488 0.25229663 0.53856938 0.21391953 0.28281866];1.5751190871546255;5;0.3150238174309251;0;0
['greeting', 'sport', 'industry', 'award'];[0.67321173 0.37218173 0.59795423 0.67321173 0.        ];2.3165594246972536;4;0.5791398561743134;1;1
['money', 'work', 'money', 'politics', 'money'];[ 1.61570815  0.33029085  4.35085472  0.33029085 11.71618572];4.362046929571451;26;3.6686660576534673;0;0
['thrust', 'cricket', 'beer', 'reminisce', 'cricket'];[0.53856938 1.07713877 0.53856938 0.53856938 2.90056981];3.659964916909189;8;1.1186833463083157;1;1
['certificate', 'implementation', 'code', 'conduct', 'saturday'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3603877095829935;19;0.5385693838554461;0;0
['last', 'night', 'plot', 'twist', 'said'];[0.44314513 0.36954978 0.53856938 0.53856938 0.38293913];2.2727728102537177;5;0.4545545620507435;1;1
['utter', 'disregard', 'fringe', 'mainstreamed', 'aggressively'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4478828102832693;11;0.5385693838554461;0;0
['philippe', 'coutinho', 'golazo'];[0.89761564 0.89761564 0.89761564 0.         0.        ];2.6928469192772297;3;0.8976156397590767;1;1
['csto', 'summit', 'president', 'pm', 'operative'];[0.53856938 0.53856938 0.44314513 0.44314513 0.53856938];2.307903319429577;7;0.500399683477873;0;0
['freebie', 'honest', 'tax', 'payer', 'freebie'];[1.07713877 0.44314513 0.47836338 0.53856938 2.90056981];3.989367887648906;19;1.0875572962929698;0;0
['usa', 'improving', 'young', 'santa', 'clara'];[0.53856938 0.53856938 0.47836338 0.47836338 0.53856938];2.277164214668815;13;0.5144869842023275;0;0
['seen', 'video'];[1.10786283 0.99693846 0.         0.         0.        ];2.1048012897493895;2;1.0524006448746948;0;0
['day', 'km', 'day', 'km', '03'];[0.55672677 1.07713877 0.77486174 2.90056981 0.53856938];3.094812983909054;13;1.169573294563697;1;1
['orthodox', 'woman', 'orthodox', 'woman', 'instagram'];[1.07713877 0.64546627 2.90056981 1.04156676 0.53856938];2.6620270459476942;23;1.24066219902127;0;0
['039', '039', 'pharmacy', '039', 'viability'];[1.43509015 3.43247292 0.53856938 8.20984681 0.53856938];4.309448014459224;19;2.8309097307614124;0;0
['ep', 'memory', 'february', '7', 'track'];[0.53856938 0.47836338 0.47836338 0.39877538 0.41815739];2.046227022507252;7;0.46244578437576833;0;0
['chairman', 'chairman', 'member', 'acting', 'vote'];[1.07713877 2.90056981 0.47836338 0.47836338 0.41815739];4.24124130704318;14;1.0705185470020786;0;0
['many', 'ocean', 'many', 'ocean', 'emotional'];[0.76587827 0.95672677 1.4664238  2.28831528 0.53856938];2.711886954410944;22;1.2031827002166444;1;1
['love', 'playing', 'retro', 'break', 'session'];[0.30934378 0.31578071 0.53856938 0.47836338 0.44314513];1.835551873624378;7;0.4170404783206973;0;0
['wardrobe', 'complete', 'without', 'replica', 'aaa'];[0.44314513 0.47836338 0.53856938 0.41815739 0.53856938];2.2529638841275688;7;0.4833609341869818;0;0
['recording', 'lookout', 'missed', 'wherever', 'podcasts'];[0.47836338 0.53856938 0.47836338 0.53856938 0.53856938];2.093204488976655;13;0.5144869842023275;0;0
['available', 'everywhere', 'dm', 'cd', 'version'];[0.35795139 0.47836338 0.41815739 0.41815739 0.47836338];2.150992927082064;5;0.4301985854164128;0;0
['australian', 'vaccinated', 'slap', 'australian', 'profit'];[1.07713877 0.53856938 0.53856938 2.90056981 0.53856938];2.8704337221682104;16;1.1186833463083157;1;1
['purse', 'purse', 'oem', 'odm', 'welcome'];[1.07713877 2.90056981 0.53856938 0.53856938 0.53856938];3.1874116217841895;16;1.1186833463083157;0;0
['thesis', 'titled', 'interwar', 'bucharest', '2023'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.2238062983065685;19;0.5385693838554461;0;0
['excited'];[2.09078693 0.         0.         0.         0.        ];2.0907869279492677;1;2.0907869279492677;1;1
['physiotherapist', 'formally', 'becoming', 'unsupported', 'trek'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3847225811268533;30;0.5385693838554461;1;0
['hall', 'fame', 'fiawec', 'hall', 'fame'];[0.95672677 1.07713877 0.53856938 2.28831528 2.90056981];3.369877819628005;17;1.5522640023418168;1;1
['airtime', 'predicting', 'score', 'burkina', 'faso'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.2059064583063153;17;0.5385693838554461;0;0
['sometimes', 'need', 'end', 'piano', 'classroom'];[0.41815739 0.30335113 0.38293913 0.47836338 0.53856938];2.0034992363798803;6;0.42427608399819533;0;0
['follow', 'collection', '2020'];[0.66462564 0.69692898 0.89761564 0.         0.        ];2.2591702540559027;3;0.7530567513519676;0;0
['favorite', 'accessory'];[1.19590846 1.04539346 0.         0.         0.        ];2.2413019257812583;2;1.1206509628906292;0;0
['actually', 'take', 'village', 'actually', 'village'];[0.88629027 0.41815739 1.07713877 1.96377609 2.90056981];3.1778910692991356;22;1.44918646392395;0;0
['examines', 'resulted', 'setting', 'illegal', 'immigration'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.352926624607721;13;0.5385693838554461;0;0
['develop', 'exercise', 'habit', 'achieve', 'physical'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.350570305086104;16;0.5385693838554461;0;1
['bracelet', 'pewter', 'thread', 'az', '021'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4159091866696167;10;0.5385693838554461;0;0
['testing', 'buggy', 'runestone', 'restoration', 'portal'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.330274528324655;10;0.5265281840288868;0;0
['played', 'hit', 'bigger', 'number', 'soon'];[0.47836338 0.47836338 0.47836338 0.41815739 0.44314513];1.979059395844719;8;0.4592785345338633;1;1
['wimbledon', 'still', 'nba', 'final', 'tonight'];[0.53856938 0.53856938 0.53856938 0.44314513 0.39877538];2.245973379714632;6;0.4915257334932188;1;1
['ensure', 'continue', 'hardship', 'resource', 'purple'];[0.53856938 0.53856938 0.53856938 0.47836338 0.53856938];2.096131691188209;25;0.5265281840288868;0;0
['weapon', 'ups', 'animal', 'interactables', 'capable'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3689523041881353;19;0.5385693838554461;0;0
['wow', 'perfect', 'swimmer', 'surface', 'tension'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.606838349087521;7;0.5385693838554461;1;1
['samajwadi', 'removal', 'officer', 'alleging', 'worker'];[0.53856938 0.53856938 0.53856938 0.53856938 0.47836338];2.360912554368308;11;0.5265281840288868;0;0
['cannot', 'rock', 'full', 'show', 'link'];[0.38293913 0.38293913 0.41815739 0.38293913 0.44314513];1.9732920210491647;7;0.4020239839675038;0;0
['list', 'debate'];[1.34642346 1.19590846 0.         0.         0.        ];2.5423319214452396;2;1.2711659607226198;1;1
['tag', 'artist', 'think', 'slept', 'comment'];[0.47836338 0.47836338 0.33856938 0.53856938 0.39877538];2.232640920144434;5;0.4465281840288868;0;0
['coin', 'belly', 'waist', 'hip', 'bellydance'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3653946889652633;14;0.5385693838554461;0;0
['casteist', 'discarded', 'projected', 'bad', '1950'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4940288370745924;15;0.5385693838554461;0;0
['258', 'minecraft', 'parrot', 'basking', 'sunlight'];[0.53856938 0.47836338 0.53856938 0.53856938 0.53856938];2.2754260083029947;9;0.5265281840288868;0;0
['guess', 'song', 'hope', 'understand', 'song'];[0.47836338 0.66058169 0.41815739 0.47836338 1.09092043];2.465804589990989;5;0.6252772567277183;0;0
['determined', 'make', 'happy'];[0.89761564 0.47919147 0.59658564 0.         0.        ];1.97339275524548;3;0.6577975850818267;0;0
['american', 'humorous', 'satire', 'american', 'society'];[0.95672677 0.53856938 0.53856938 2.28831528 0.53856938];2.975686074950044;12;0.9721500398889473;0;0
['collectable', 'quest', 'significantly', 'contributed', 'time'];[0.53856938 0.53856938 0.53856938 0.53856938 0.27836338];2.227448304360854;6;0.4865281840288868;0;0
['weekend', 'studio', 'styling', 'studio', 'shopping'];[0.47836338 0.71590277 0.53856938 1.28129195 0.53856938];2.470663137015965;11;0.7105393752025905;0;0
['regardless', 'bloke', 'given', 'knighthood', 'joke'];[0.47836338 0.53856938 0.53856938 0.53856938 0.53856938];2.3649407579774926;8;0.5265281840288868;0;0
['overcoat', 'breasted', 'button', 'welt', 'pocket'];[0.53856938 0.53856938 0.47836338 0.53856938 0.53856938];2.4818295971744213;7;0.5265281840288868;0;0
['woman', 'double', 'layer', 'short'];[0.42321173 0.59795423 0.67321173 0.59795423 0.        ];2.2923319214452396;4;0.5730829803613099;1;0
['good', 'morning', 'hope', 'wonderful', 'week'];[0.34772088 0.47836338 0.41815739 0.53856938 0.36954978];2.152360811988125;5;0.43047216239762504;0;0
['notice', 'spokespeople', 'consistent', 'wind', 'blow'];[0.53856938 0.53856938 0.47836338 0.47836338 0.47836338];2.425264700909247;9;0.5024457843757684;0;0
['regarding', 'scene', 'source', 'scene', 'brighter'];[0.53856938 1.07713877 0.47836338 2.90056981 0.53856938];3.107866694495634;11;1.1066421464817564;0;0
['make', 'world', 'beautiful'];[0.487466   0.56428231 0.63823189 0.         0.        ];1.6899801953565907;3;0.5633267317855302;0;0
['design', 'design', 'outfit', 'fashion', 'outfit'];[0.95672677 2.28831528 0.83631477 0.29774539 1.74855599];2.8460372181395783;23;1.2255316395231561;0;0
['violent', 'insurrection', 'three', 'protect', 'information'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.220325528348961;19;0.5385693838554461;0;0
['non', 'fitness', 'gizfit', '910', 'buy'];[0.47836338 0.47836338 0.47836338 0.47836338 0.47836338];2.0403014193508664;13;0.47836338472264983;0;0
['example', 'adapted', 'addressed', 'event', 'punished'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.2752622503524957;21;0.5385693838554461;1;1
['fancy', 'jester', 'inspired', 'venetian', 'carnival'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.6426752533332336;6;0.5385693838554461;0;0
['class', 'session'];[0.99693846 1.19590846 0.         0.         0.        ];2.19284691927723;2;1.096423459638615;1;1
['hear', 'idea', 'film', 'form', 'fiction'];[0.53856938 0.44314513 0.47836338 0.53856938 0.53856938];2.140482936084107;9;0.5074433338401003;0;0
['cry', 'cry', 'cramping'];[1.79523128 4.83428302 0.89761564 0.         0.        ];5.731898660199656;3;2.5090433132392698;1;1
['beginning', 'olympics', 'fifty', 'page', 'newspaper'];[0.47836338 0.47836338 0.53856938 0.47836338 0.53856938];2.113948964128332;11;0.5024457843757684;1;1
['mem', 'arb', 'furiendly', 'pit', 'raised'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.47108778199665;24;0.5385693838554461;0;0
['clothing', 'type', 'donut', 'clothing', 'item'];[0.88629027 0.53856938 0.53856938 1.96377609 0.53856938];2.493527843168911;19;0.893154901124199;0;0
['inclusive', 'kind', 'build', 'diverse', 'necessary'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.3555191329640808;16;0.5385693838554461;0;0
['look', 'bit', 'naughty', 'cryptobiote', 'stranding'];[0.41815739 0.44314513 0.53856938 0.53856938 0.53856938];2.1916752514764952;9;0.49540213401354105;0;0
['stuns', 'vintage', 'valentino', 'gown', 'euphoria'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.484928794672468;10;0.5385693838554461;0;0
['nation', 'collectively', 'pose', 'nation', 'taiwan'];[0.79755077 0.53856938 0.53856938 1.59021806 0.53856938];2.5046279320089035;18;0.8006953956634031;1;1
['time', 'top', 'famous', 'male', 'model'];[0.27836338 0.47836338 0.53856938 0.47836338 0.47836338];2.252022922746045;5;0.45040458454920906;0;0
['2017', 'smokepatch', 'amistosos', 'lazio', 'atalanta'];[0.53856938 0.53856938 0.53856938 0.53856938 0.53856938];2.4045642119639603;12;0.5385693838554461;0;0
['soo', 'beautiful', 'dress'];[0.89761564 0.63823189 0.63823189 0.         0.        ];2.174079419021467;3;0.7246931396738224;0;0
['finished', 'video', 'virus', 'offensive', 'soon'];[0.47836338 0.39877538 0.47836338 0.53856938 0.44314513];2.000427438835553;9;0.4674433338401003;0;0
['enjoying', 'night', 'drive'];[0.89761564 0.61591629 0.89761564 0.         0.        ];2.4111475726058114;3;0.8037158575352703;1;0
['dunnit', 'u', 'u', 'im', 'doin'];[0.53856938 0.54825105 0.75144803 0.47836338 0.53856938];2.195937967661987;12;0.5710402472630723;0;0
